Mod:Item:MetaData, Localized Name
railcraft:equipment:2, Feed Station
railcraft:equipment:3, Smoker
railcraft:trade_station, Trade Station
railcraft:force_track_emitter, Force Track Emitter
railcraft:track_force, tile.railcraft.track.force.name
railcraft:filter_blank, Blank Filter
railcraft:filter_type, Item Type Filter
railcraft:filter_ore_dict, Ore Dictionary Filter
railcraft:bore:0, Tunnel Bore
railcraft:borehead_bronze, Bronze Bore Head
railcraft:borehead_iron, Iron Bore Head
railcraft:borehead_steel, Steel Bore Head
railcraft:borehead_diamond, Diamond Bore Head
railcraft:mow_track_layer:0, Track Layer Cart
railcraft:mow_track_relayer:0, Track Relayer Cart
railcraft:mow_track_remover:0, Track Remover Cart
railcraft:mow_undercutter:0, Undercutter Cart
railcraft:cart_trade_station:0, Trade Station Cart
railcraft:cart_work:0, Work Cart
railcraft:cart_jukebox:0, Jukebox Cart
railcraft:cart_bed:0, Bed Cart
railcraft:battery_nickel_iron, Nickel-Iron Battery
railcraft:battery_nickel_zinc, Nickel-Zinc Battery
railcraft:battery_zinc_carbon, Zinc-Carbon Battery
railcraft:battery_zinc_carbon_empty, Expended Zinc-Carbon Battery
railcraft:battery_zinc_silver, Zinc-Silver Battery
railcraft:battery_zinc_silver_empty, Expended Zinc-Silver Battery
railcraft:charge_feeder:1, Admin Charge Feeder Unit
railcraft:charge_trap, Charge Trap
railcraft:frame, Wire Support Frame
railcraft:steam_turbine, Steam Turbine Housing
railcraft:wire, Charge Shunting Wire
railcraft:charge:0, Charge Coil
railcraft:charge:1, Charge Terminal
railcraft:charge:2, Small Charge Wire Spool
railcraft:charge:3, Medium Charge Wire Spool
railcraft:charge:4, Large Charge Wire Spool
railcraft:charge:5, Charge Motor
railcraft:charge:6, Nickel Electrode
railcraft:charge:7, Iron Electrode
railcraft:charge:8, Zinc Electrode
railcraft:charge:9, Carbon Electrode
railcraft:charge:10, Silver Electrode
railcraft:tool_charge_meter, Charge Meter
railcraft:turbine_blade, Turbine Blade
railcraft:turbine_disk, Turbine Disk
railcraft:turbine_rotor, Turbine Rotor
railcraft:emblem, Emblem
railcraft:anvil:0, Steel Anvil
railcraft:anvil:1, Slightly Damaged Steel Anvil
railcraft:anvil:2, Very Damaged Steel Anvil
railcraft:fuel_coke, Coal Coke
railcraft:coke_block, Block of Coal Coke
railcraft:coke_oven, Coke Oven Brick
railcraft:coke_oven_red, Red Coke Oven Brick
railcraft:blast_furnace, Blast Furnace Brick
railcraft:rock_crusher, Rock Crusher
railcraft:steam_oven, Steam Oven
railcraft:chest_metals, Metals Chest
railcraft:cart_chest_metals:0, Metals Chest Cart
railcraft:firestone_cracked, Cracked Firestone
railcraft:firestone_cut, Cut Firestone
railcraft:firestone_raw, Raw Firestone
railcraft:firestone_refined, Refined Firestone
railcraft:cart_redstone_flux:0, Redstone Flux Cart
railcraft:flux_transformer, Flux Transformer
railcraft:metal:0, Block of Copper
railcraft:metal:1, Block of Tin
railcraft:metal:2, Block of Lead
railcraft:metal:4, Block of Silver
railcraft:metal:3, Block of Steel
railcraft:metal:5, Block of Bronze
railcraft:metal:6, Block of Nickel
railcraft:metal:7, Block of Invar
railcraft:metal:8, Block of Zinc
railcraft:metal:9, Block of Brass
railcraft:fluid_bottle_creosote, Creosote Bottle
railcraft:fluid_bottle_steam, Steam Bottle
railcraft:nugget:0, Steel Nugget
railcraft:nugget:1, Copper Nugget
railcraft:nugget:2, Tin Nugget
railcraft:nugget:3, Lead Nugget
railcraft:nugget:4, Silver Nugget
railcraft:nugget:5, Bronze Nugget
railcraft:nugget:6, Nickel Nugget
railcraft:nugget:7, Invar Nugget
railcraft:nugget:8, Zinc Nugget
railcraft:nugget:9, Brass Nugget
railcraft:ingot:0, Steel Ingot
railcraft:ingot:1, Copper Ingot
railcraft:ingot:2, Tin Ingot
railcraft:ingot:3, Lead Ingot
railcraft:ingot:4, Silver Ingot
railcraft:ingot:5, Bronze Ingot
railcraft:ingot:6, Nickel Ingot
railcraft:ingot:7, Invar Ingot
railcraft:ingot:8, Zinc Ingot
railcraft:ingot:9, Brass Ingot
railcraft:gear:0, Brass Gear
railcraft:gear:1, Iron Gear
railcraft:gear:2, Steel Gear
railcraft:gear:3, Gear Bushing
railcraft:gear:4, Bronze Gear
railcraft:gear:5, Invar Gear
railcraft:plate:0, Iron Plate
railcraft:plate:1, Steel Plate
railcraft:plate:2, Tin Plate
railcraft:plate:3, Copper Plate
railcraft:plate:4, Lead Plate
railcraft:plate:5, Silver Plate
railcraft:plate:6, Bronze Plate
railcraft:plate:7, Gold Plate
railcraft:plate:8, Nickel Plate
railcraft:plate:9, Invar Plate
railcraft:plate:10, Zinc Plate
railcraft:plate:11, Brass Plate
railcraft:dust:0, Obsidian Dust
railcraft:dust:1, Sulfur
railcraft:dust:2, Saltpeter
railcraft:dust:3, Charcoal Dust
railcraft:dust:4, Granulated Slag
railcraft:dust:5, Coal Dust
railcraft:dust:6, Ender Powder
railcraft:dust:7, Void Powder
railcraft:tool_crowbar_seasons, Crowbar of Seasons
railcraft:cart_pumpkin:0, Pumpkin Cart
railcraft:cart_gift:0, Gift Cart
railcraft:signal:0, Block Signal
railcraft:signal:1, Distant Signal
railcraft:signal:2, Token Signal
railcraft:signal_dual:0, Dual-Head Block Signal
railcraft:signal_dual:1, Dual-Head Distant Signal
railcraft:signal_dual:2, Dual-Head Token Signal
railcraft:signal_box:2, Signal Controller Box
railcraft:signal_box:4, Signal Receiver Box
railcraft:signal_box:0, Analog Signal Controller Box
railcraft:signal_box:1, Signal Capacitor Box
railcraft:signal_box:3, Signal Interlock Box
railcraft:signal_box:6, Signal Sequencer Box
railcraft:signal_box:5, Signal Block Relay Box
railcraft:tool_signal_surveyor:0, Signal Surveyor
railcraft:tool_signal_tuner:0, Signal Tuner
railcraft:signal_lamp, Signal Lamp
railcraft:tool_signal_label, Signal Label
railcraft:circuit:0, Controller Circuit
railcraft:circuit:1, Receiver Circuit
railcraft:circuit:2, Signal Circuit
railcraft:circuit:3, Radio Circuit
railcraft:engine_steam_hobby, Hobbyist's Steam Engine
railcraft:engine_steam_low, Commercial Steam Engine
railcraft:engine_steam_high, Industrial Steam Engine
railcraft:admin_steam_producer, Admin Steam Producer
railcraft:boiler_firebox_fluid, Fluid Fueled Boiler Firebox
railcraft:boiler_firebox_solid, Solid Fueled Boiler Firebox
railcraft:boiler_tank_pressure_high, High Pressure Boiler Tank
railcraft:boiler_tank_pressure_low, Low Pressure Boiler Tank
railcraft:track_kit:1, Activator Track Kit§r
railcraft:track_kit:2, Booster Track Kit§r
railcraft:track_kit:3, Buffer Stop Track Kit§r
railcraft:track_kit:4, Control Track Kit§r
railcraft:track_kit:5, Detector Track Kit§r
railcraft:track_kit:6, Disembarking Track Kit§r
railcraft:track_kit:7, Dumping Track Kit§r
railcraft:track_kit:8, Embarking Track Kit§r
railcraft:track_kit:9, Gated Track Kit§r
railcraft:track_kit:10, Locking Track Kit§r
railcraft:track_kit:11, One-Way Track Kit§r
railcraft:track_kit:15, Messenger Track Kit§r
railcraft:track_kit:16, Delayed Locking Track Kit§r
railcraft:track_kit:17, Priming Track Kit§r
railcraft:track_kit:18, Launcher Track Kit§r
railcraft:track_kit:19, Whistle Track Kit§r
railcraft:track_kit:20, Locomotive Track Kit§r
railcraft:track_kit:21, Throttle Track Kit§r
railcraft:track_kit:22, Routing Track Kit§r
railcraft:track_kit:23, Transition Track Kit§r
railcraft:track_kit:24, Coupler Track Kit§r
railcraft:tool_spike_maul_iron, Iron Spike Maul
railcraft:tool_spike_maul_steel, Steel Spike Maul
railcraft:railbed:0, Wooden Railbed
railcraft:railbed:1, Stone Railbed
railcraft:track_parts, Track Parts
railcraft:actuator:0, Switch Actuator Lever
railcraft:actuator:1, Switch Actuator Motor
railcraft:actuator:2, Routing Switch Actuator Motor
railcraft:cart_tnt_wood:0, Wooden TNT Cart
railcraft:track_elevator, Elevator Track
railcraft:logbook, Logbook
railcraft:tool_whistle_tuner, Whistle Tuner
railcraft:routing_table, Routing Table
railcraft:routing_ticket, Railway Ticket
railcraft:routing_ticket_gold, Golden Railway Ticket
railcraft:track_flex_abandoned, Abandoned Track
railcraft:track_flex_electric, Electric Track
railcraft:track_flex_high_speed, High Speed Track
railcraft:track_flex_hs_electric, High Speed Electric Track
railcraft:track_flex_reinforced, Reinforced Track
railcraft:track_flex_strap_iron, Strap Iron Track
railcraft:cart_cargo:0, Cargo Cart
railcraft:cart_tank:0, Tank Cart
railcraft:tank_iron_valve:0, Iron Tank Valve
railcraft:tank_iron_valve:1, Iron Tank Valve
railcraft:tank_iron_valve:2, Iron Tank Valve
railcraft:tank_iron_valve:3, Iron Tank Valve
railcraft:tank_iron_valve:4, Iron Tank Valve
railcraft:tank_iron_valve:5, Iron Tank Valve
railcraft:tank_iron_valve:6, Iron Tank Valve
railcraft:tank_iron_valve:7, Iron Tank Valve
railcraft:tank_iron_valve:8, Iron Tank Valve
railcraft:tank_iron_valve:9, Iron Tank Valve
railcraft:tank_iron_valve:10, Iron Tank Valve
railcraft:tank_iron_valve:11, Iron Tank Valve
railcraft:tank_iron_valve:12, Iron Tank Valve
railcraft:tank_iron_valve:13, Iron Tank Valve
railcraft:tank_iron_valve:14, Iron Tank Valve
railcraft:tank_iron_valve:15, Iron Tank Valve
railcraft:tank_iron_wall:0, Iron Tank Wall
railcraft:tank_iron_wall:1, Iron Tank Wall
railcraft:tank_iron_wall:2, Iron Tank Wall
railcraft:tank_iron_wall:3, Iron Tank Wall
railcraft:tank_iron_wall:4, Iron Tank Wall
railcraft:tank_iron_wall:5, Iron Tank Wall
railcraft:tank_iron_wall:6, Iron Tank Wall
railcraft:tank_iron_wall:7, Iron Tank Wall
railcraft:tank_iron_wall:8, Iron Tank Wall
railcraft:tank_iron_wall:9, Iron Tank Wall
railcraft:tank_iron_wall:10, Iron Tank Wall
railcraft:tank_iron_wall:11, Iron Tank Wall
railcraft:tank_iron_wall:12, Iron Tank Wall
railcraft:tank_iron_wall:13, Iron Tank Wall
railcraft:tank_iron_wall:14, Iron Tank Wall
railcraft:tank_iron_wall:15, Iron Tank Wall
railcraft:tank_steel_valve:0, Steel Tank Valve
railcraft:tank_steel_valve:1, Steel Tank Valve
railcraft:tank_steel_valve:2, Steel Tank Valve
railcraft:tank_steel_valve:3, Steel Tank Valve
railcraft:tank_steel_valve:4, Steel Tank Valve
railcraft:tank_steel_valve:5, Steel Tank Valve
railcraft:tank_steel_valve:6, Steel Tank Valve
railcraft:tank_steel_valve:7, Steel Tank Valve
railcraft:tank_steel_valve:8, Steel Tank Valve
railcraft:tank_steel_valve:9, Steel Tank Valve
railcraft:tank_steel_valve:10, Steel Tank Valve
railcraft:tank_steel_valve:11, Steel Tank Valve
railcraft:tank_steel_valve:12, Steel Tank Valve
railcraft:tank_steel_valve:13, Steel Tank Valve
railcraft:tank_steel_valve:14, Steel Tank Valve
railcraft:tank_steel_valve:15, Steel Tank Valve
railcraft:tank_steel_wall:0, Steel Tank Wall
railcraft:tank_steel_wall:1, Steel Tank Wall
railcraft:tank_steel_wall:2, Steel Tank Wall
railcraft:tank_steel_wall:3, Steel Tank Wall
railcraft:tank_steel_wall:4, Steel Tank Wall
railcraft:tank_steel_wall:5, Steel Tank Wall
railcraft:tank_steel_wall:6, Steel Tank Wall
railcraft:tank_steel_wall:7, Steel Tank Wall
railcraft:tank_steel_wall:8, Steel Tank Wall
railcraft:tank_steel_wall:9, Steel Tank Wall
railcraft:tank_steel_wall:10, Steel Tank Wall
railcraft:tank_steel_wall:11, Steel Tank Wall
railcraft:tank_steel_wall:12, Steel Tank Wall
railcraft:tank_steel_wall:13, Steel Tank Wall
railcraft:tank_steel_wall:14, Steel Tank Wall
railcraft:tank_steel_wall:15, Steel Tank Wall
railcraft:tank_water, Water Tank Siding
railcraft:chest_void, Void Chest
railcraft:cart_chest_void:0, Void Chest Cart
railcraft:abyssal_stone, Abyssal Stone
railcraft:jaded_stone, Jaded Stone
railcraft:quarried_stone, Quarried Stone
railcraft:generic:7, Crushed Obsidian
railcraft:ore:0, Sulfur Ore
railcraft:ore:1, Saltpeter Ore
railcraft:ore:2, Dark Diamond Ore
railcraft:ore:3, Dark Emerald Ore
railcraft:ore:4, Dark Lapis Lazuli Ore
railcraft:ore_metal:0, Copper Ore
railcraft:ore_metal:1, Tin Ore
railcraft:ore_metal:2, Lead Ore
railcraft:ore_metal:3, Silver Ore
railcraft:ore_metal:4, Nickel Ore
railcraft:ore_metal:5, Zinc Ore
railcraft:ore_metal_poor:0, Poor Iron Ore
railcraft:ore_metal_poor:1, Poor Gold Ore
railcraft:ore_metal_poor:2, Poor Copper Ore
railcraft:ore_metal_poor:3, Poor Tin Ore
railcraft:ore_metal_poor:4, Poor Lead Ore
railcraft:ore_metal_poor:5, Poor Silver Ore
railcraft:ore_metal_poor:6, Poor Nickel Ore
railcraft:ore_metal_poor:7, Poor Zinc Ore
railcraft:ore_magic:0, tile.railcraft.ore.magic.name
railcraft:worldlogic, Saltpeter Ore Spawner
railcraft:abyssal:0, Abyssal Stone Paver
railcraft:abyssal:1, Abyssal Stone Brick
railcraft:abyssal:2, Polished Abyssal Stone
railcraft:abyssal:3, Chiseled Abyssal Stone
railcraft:abyssal:4, Etched Abyssal Stone
railcraft:abyssal:5, Abyssal Cobblestone
railcraft:bleachedbone:0, Bleached Bone Stone Paver
railcraft:bleachedbone:1, Bleached Bone Stone Brick
railcraft:bleachedbone:2, Polished Bleached Bone Stone
railcraft:bleachedbone:3, Chiseled Bleached Bone Stone
railcraft:bleachedbone:4, Etched Bleached Bone Stone
railcraft:bleachedbone:5, Bleached Bone Cobblestone
railcraft:bloodstained:0, Blood Stained Stone Paver
railcraft:bloodstained:1, Blood Stained Stone Brick
railcraft:bloodstained:2, Polished Blood Stained Stone
railcraft:bloodstained:3, Chiseled Blood Stained Stone
railcraft:bloodstained:4, Etched Blood Stained Stone
railcraft:bloodstained:5, Blood Stained Cobblestone
railcraft:frostbound:0, Frost Bound Stone Paver
railcraft:frostbound:1, Frost Bound Stone Brick
railcraft:frostbound:2, Polished Frost Bound Stone
railcraft:frostbound:3, Chiseled Frost Bound Stone
railcraft:frostbound:4, Etched Frost Bound Stone
railcraft:frostbound:5, Frost Bound Cobblestone
railcraft:infernal:0, Infernal Stone Paver
railcraft:infernal:1, Infernal Stone Brick
railcraft:infernal:2, Polished Infernal Stone
railcraft:infernal:3, Chiseled Infernal Stone
railcraft:infernal:4, Etched Infernal Stone
railcraft:infernal:5, Infernal Cobblestone
railcraft:jaded:0, Jaded Stone Paver
railcraft:jaded:1, Jaded Stone Brick
railcraft:jaded:2, Polished Jaded Stone
railcraft:jaded:3, Chiseled Jaded Stone
railcraft:jaded:4, Etched Jaded Stone
railcraft:jaded:5, Jaded Cobblestone
railcraft:quarried:0, Quarried Paver
railcraft:quarried:1, Quarried Brick
railcraft:quarried:2, Polished Quarried Stone
railcraft:quarried:3, Chiseled Quarried Stone
railcraft:quarried:4, Etched Quarried Stone
railcraft:quarried:5, Quarried Cobblestone
railcraft:sandy:0, Sandy Stone Paver
railcraft:sandy:1, Sandy Stone Brick
railcraft:sandy:2, Polished Sandy Stone
railcraft:sandy:3, Chiseled Sandy Stone
railcraft:sandy:4, Etched Sandy Stone
railcraft:sandy:5, Sandy Cobblestone
railcraft:badlands:0, Badlands Stone Paver
railcraft:badlands:1, Badlands Stone Brick
railcraft:badlands:2, Polished Badlands Stone
railcraft:badlands:3, Chiseled Badlands Stone
railcraft:badlands:4, Etched Badlands Stone
railcraft:badlands:5, Badlands Cobblestone
railcraft:nether:0, Nether Brick
railcraft:nether:1, Fitted Nether Brick
railcraft:nether:2, Polished Nether Stone
railcraft:nether:3, Chiseled Nether Stone
railcraft:nether:4, Etched Nether Stone
railcraft:nether:5, Nether Cobblestone
railcraft:red_nether:0, Red Nether Brick
railcraft:red_nether:1, Red Nether Brick
railcraft:red_nether:2, Polished Red Nether Stone
railcraft:red_nether:3, Chiseled Red Nether Stone
railcraft:red_nether:4, Etched Red Nether Stone
railcraft:red_nether:5, Red Nether Cobblestone
railcraft:andesite:0, Andesite Paver
railcraft:andesite:1, Andesite Brick
railcraft:andesite:6, Polished Andesite
railcraft:andesite:3, Chiseled Andesite
railcraft:andesite:4, Etched Andesite
railcraft:andesite:5, Andesite Cobblestone
railcraft:diorite:0, Diorite Paver
railcraft:diorite:1, Diorite Brick
railcraft:diorite:4, Polished Diorite
railcraft:diorite:3, Chiseled Diorite
railcraft:diorite:4, Etched Diorite
railcraft:diorite:5, Diorite Cobblestone
railcraft:granite:0, Granite Paver
railcraft:granite:1, Granite Brick
railcraft:granite:2, Polished Granite
railcraft:granite:3, Chiseled Granite
railcraft:granite:4, Etched Granite
railcraft:granite:5, Granite Cobblestone
railcraft:pearlized:0, Pearlized Paver
railcraft:pearlized:1, Pearlized Stone Brick
railcraft:pearlized:2, Polished Pearlized Stone
railcraft:pearlized:3, Chiseled Pearlized Stone
railcraft:pearlized:4, Etched Pearlized Stone
railcraft:pearlized:5, Pearlized Cobblestone
railcraft:concrete, Bag of Cement
railcraft:glass:0, Strengthened Glass
railcraft:glass:1, Orange Strengthened Glass
railcraft:glass:2, Magenta Strengthened Glass
railcraft:glass:3, Light Blue Strengthened Glass
railcraft:glass:4, Yellow Strengthened Glass
railcraft:glass:5, Lime Strengthened Glass
railcraft:glass:6, Pink Strengthened Glass
railcraft:glass:7, Gray Strengthened Glass
railcraft:glass:8, Light Gray Strengthened Glass
railcraft:glass:9, Cyan Strengthened Glass
railcraft:glass:10, Purple Strengthened Glass
railcraft:glass:11, Blue Strengthened Glass
railcraft:glass:12, Brown Strengthened Glass
railcraft:glass:13, Green Strengthened Glass
railcraft:glass:14, Red Strengthened Glass
railcraft:glass:15, Black Strengthened Glass
railcraft:creosote_block, Creosote Wood Block
railcraft:creosote_stairs, Creosote Wood Stairs
railcraft:creosote_slab:0, Creosote Wood Slab
railcraft:reinforced_concrete:0, White Reinforced Concrete
railcraft:reinforced_concrete:1, Orange Reinforced Concrete
railcraft:reinforced_concrete:2, Magenta Reinforced Concrete
railcraft:reinforced_concrete:3, Light Blue Reinforced Concrete
railcraft:reinforced_concrete:4, Yellow Reinforced Concrete
railcraft:reinforced_concrete:5, Lime Reinforced Concrete
railcraft:reinforced_concrete:6, Pink Reinforced Concrete
railcraft:reinforced_concrete:7, Gray Reinforced Concrete
railcraft:reinforced_concrete:8, Reinforced Concrete
railcraft:reinforced_concrete:9, Cyan Reinforced Concrete
railcraft:reinforced_concrete:10, Purple Reinforced Concrete
railcraft:reinforced_concrete:11, Blue Reinforced Concrete
railcraft:reinforced_concrete:12, Brown Reinforced Concrete
railcraft:reinforced_concrete:13, Green Reinforced Concrete
railcraft:reinforced_concrete:14, Red Reinforced Concrete
railcraft:reinforced_concrete:15, Black Reinforced Concrete
railcraft:post_metal:0, White Metal Post
railcraft:post_metal:1, Orange Metal Post
railcraft:post_metal:2, Magenta Metal Post
railcraft:post_metal:3, Light Blue Metal Post
railcraft:post_metal:4, Yellow Metal Post
railcraft:post_metal:5, Lime Metal Post
railcraft:post_metal:6, Pink Metal Post
railcraft:post_metal:7, Gray Metal Post
railcraft:post_metal:8, Light Gray Metal Post
railcraft:post_metal:9, Cyan Metal Post
railcraft:post_metal:10, Purple Metal Post
railcraft:post_metal:11, Blue Metal Post
railcraft:post_metal:12, Brown Metal Post
railcraft:post_metal:13, Green Metal Post
railcraft:post_metal:14, Red Metal Post
railcraft:post_metal:15, Black Metal Post
railcraft:post_metal_platform:0, White Metal Post Platform
railcraft:post_metal_platform:1, Orange Metal Post Platform
railcraft:post_metal_platform:2, Magenta Metal Post Platform
